Complaint_ID,Customer_ID,Account_ID,Complaint_Type,Channel,Created_Date,Priority,Assigned_Team,Status,Resolved_Date,Resolution_Hours,SLA_Status,Escalated,Root_Cause
CP0000166,C000656,A0001380,Account Issue,Branch,2025-05-17 02:00:00,Low,Digital Support,Resolved,2025-05-20 07:00:00,77.0,Breached,Yes,Operations
CP0000167,C004380,A0003330,Card Issue,Mobile App,2026-01-22 06:00:00,High,Branch Ops,Resolved,2026-01-23 14:00:00,32.0,Within SLA,No,Card Processing
CP0000168,C004205,A0002662,ATM Issue,Web,2024-07-27 07:00:00,High,Digital Support,Closed,2024-07-30 15:00:00,80.0,Breached,Yes,ATM/Network
CP0000169,C004558,A0002606,ATM Issue,Mobile App,2025-09-22 17:00:00,Low,Cards Team,Resolved,2025-09-23 13:00:00,20.0,Within SLA,No,ATM/Network
CP0000170,C002049,A0004576,Billing/Charges,Branch,2025-06-18 01:00:00,Medium,Account Ops,Resolved,2025-06-18 15:00:00,14.0,Within SLA,No,Fee/Charge Dispute
CP0000171,C004032,A0003008,ATM Issue,Branch,2025-09-21 20:00:00,Medium,Digital Support,Resolved,2025-09-22 02:00:00,6.0,Within SLA,No,ATM/Network
CP0000172,C003473,A0000555,Transaction Failure,Call Center,2026-06-30 13:00:00,Medium,Account Ops,Pending,,,Open,No,System/Network
CP0000173,C003939,A0003835,Account Issue,Call Center,2024-01-16 15:00:00,Critical,Payments Team,Resolved,2024-01-19 03:00:00,60.0,Breached,Yes,Operations
CP0000174,C000287,A0000605,ATM Issue,Mobile App,2024-03-31 05:00:00,Medium,Cards Team,Resolved,2024-04-05 08:00:00,123.0,Breached,Yes,ATM/Network
CP0000175,C000578,A0002971,ATM Issue,Mobile App,2025-07-14 08:00:00,Critical,Cards Team,Resolved,2025-07-14 20:00:00,12.0,Within SLA,No,ATM/Network
CP0000176,C000664,A0001435,ATM Issue,Mobile App,2025-03-03 23:00:00,High,Branch Ops,Pending,,,Open,No,ATM/Network
CP0000177,C004304,A0002459,Unauthorized Transaction,Branch,2026-01-20 23:00:00,High,Branch Ops,Resolved,2026-01-22 16:00:00,41.0,Within SLA,No,Fraud/Security
CP0000178,C000223,A0005537,Billing/Charges,Mobile App,2025-12-05 15:00:00,Medium,Branch Ops,Resolved,2025-12-07 10:00:00,43.0,Breached,Yes,Fee/Charge Dispute
CP0000179,C004589,A0001847,Card Issue,Call Center,2024-01-03 06:00:00,Medium,Digital Support,In Progress,,,Open,No,Card Processing
CP0000180,C004476,A0002797,Unauthorized Transaction,Mobile App,2026-06-12 07:00:00,Low,Branch Ops,In Progress,,,Open,Yes,Fraud/Security
CP0000181,C004742,A0002473,ATM Issue,Branch,2025-10-20 07:00:00,Medium,Branch Ops,Closed,2025-10-23 15:00:00,80.0,Breached,Yes,ATM/Network
CP0000182,C001269,A0003522,Billing/Charges,Branch,2024-03-14 15:00:00,Medium,Account Ops,Resolved,2024-03-18 17:00:00,98.0,Breached,Yes,Fee/Charge Dispute
CP0000183,C003361,A0005293,Transaction Failure,Mobile App,2025-12-29 00:00:00,High,Account Ops,Closed,2025-12-31 19:00:00,67.0,Breached,Yes,System/Network
CP0000184,C000708,A0006377,Billing/Charges,Call Center,2024-08-26 03:00:00,High,Branch Ops,Resolved,2024-08-28 06:00:00,51.0,Within SLA,No,Fee/Charge Dispute
CP0000185,C002054,A0006371,Account Issue,Call Center,2025-11-28 04:00:00,Medium,Cards Team,Closed,2025-11-30 21:00:00,65.0,Breached,Yes,Operations
CP0000186,C001346,A0003489,Transaction Failure,Branch,2026-03-15 19:00:00,Critical,Payments Team,In Progress,,,Open,No,System/Network
CP0000187,C004516,A0005424,Unauthorized Transaction,Email,2025-04-01 06:00:00,Medium,Account Ops,Resolved,2025-04-03 12:00:00,54.0,Breached,Yes,Fraud/Security
CP0000188,C000027,A0002073,Card Issue,Branch,2024-07-23 10:00:00,Medium,Digital Support,Resolved,2024-07-24 11:00:00,25.0,Within SLA,No,Card Processing
CP0000189,C002047,A0005362,Account Issue,Call Center,2024-05-26 21:00:00,Medium,Payments Team,Pending,,,Open,No,Operations
CP0000190,C004681,A0000148,Account Issue,Call Center,2025-06-14 04:00:00,High,Branch Ops,In Progress,,,Open,No,Operations
CP0000191,C001668,A0002124,ATM Issue,Branch,2025-02-21 16:00:00,Critical,Payments Team,Resolved,2025-02-23 07:00:00,39.0,Within SLA,No,ATM/Network
CP0000192,C001983,A0002299,Transaction Failure,Email,2024-04-23 03:00:00,Medium,Branch Ops,Resolved,2024-04-24 11:00:00,32.0,Within SLA,No,System/Network
CP0000193,C002195,A0006419,Digital Banking Issue,Call Center,2025-02-05 13:00:00,Medium,Account Ops,Pending,,,Open,No,App/System
CP0000194,C004084,A0005047,Billing/Charges,Mobile App,2026-06-08 12:00:00,High,Branch Ops,Pending,,,Open,No,Fee/Charge Dispute
CP0000195,C004983,A0006122,Unauthorized Transaction,Mobile App,2025-05-23 20:00:00,High,Cards Team,In Progress,,,Open,No,Fraud/Security
CP0000196,C003040,A0002950,Billing/Charges,Web,2025-03-29 15:00:00,Medium,Branch Ops,Pending,,,Open,No,Fee/Charge Dispute
CP0000197,C001349,A0003950,Transaction Failure,Web,2024-07-17 11:00:00,Low,Account Ops,Resolved,2024-07-17 18:00:00,7.0,Within SLA,No,System/Network
CP0000198,C000640,A0000212,Card Issue,Call Center,2025-06-28 05:00:00,High,Account Ops,Closed,2025-07-01 18:00:00,85.0,Breached,Yes,Card Processing
CP0000199,C001799,A0002393,Billing/Charges,Email,2025-04-16 20:00:00,Critical,Branch Ops,Resolved,2025-04-17 16:00:00,20.0,Within SLA,No,Fee/Charge Dispute
CP0000200,C003815,A0002408,Card Issue,Email,2025-06-12 07:00:00,Medium,Cards Team,Resolved,2025-06-13 09:00:00,26.0,Within SLA,No,Card Processing
CP0000201,C003069,A0001763,Transaction Failure,Mobile App,2024-09-09 11:00:00,Low,Cards Team,Resolved,2024-09-10 04:00:00,17.0,Within SLA,No,System/Network
CP0000202,C001628,A0002196,Billing/Charges,Call Center,2025-08-17 19:00:00,Critical,Payments Team,Resolved,2025-08-20 06:00:00,59.0,Breached,Yes,Fee/Charge Dispute
CP0000203,C000812,A0005067,Billing/Charges,Email,2025-06-29 23:00:00,Low,Branch Ops,Resolved,2025-07-01 13:00:00,38.0,Within SLA,No,Fee/Charge Dispute
CP0000204,C004429,A0001518,Digital Banking Issue,Web,2024-02-25 11:00:00,Medium,Payments Team,Pending,,,Open,No,App/System
CP0000205,C004995,A0000577,Digital Banking Issue,Call Center,2024-02-16 23:00:00,Medium,Payments Team,Resolved,2024-02-20 15:00:00,88.0,Breached,Yes,App/System
CP0000206,C004002,A0003720,Transaction Failure,Call Center,2025-11-23 17:00:00,Low,Branch Ops,Resolved,2025-11-26 04:00:00,59.0,Within SLA,No,System/Network
CP0000207,C004248,A0000332,Transaction Failure,Call Center,2024-04-12 15:00:00,Medium,Account Ops,Resolved,2024-04-14 01:00:00,34.0,Breached,Yes,System/Network
CP0000208,C004727,A0002322,Unauthorized Transaction,Branch,2024-09-17 17:00:00,High,Payments Team,Closed,2024-09-21 15:00:00,94.0,Breached,Yes,Fraud/Security
CP0000209,C000215,A0005582,Transaction Failure,Branch,2024-02-29 06:00:00,High,Cards Team,Pending,,,Open,No,System/Network
CP0000210,C002806,A0002884,Transaction Failure,Call Center,2024-05-27 14:00:00,Low,Payments Team,Pending,,,Open,No,System/Network
CP0000211,C000961,A0001922,Transaction Failure,Branch,2025-05-24 05:00:00,Medium,Branch Ops,Resolved,2025-05-27 03:00:00,70.0,Breached,Yes,System/Network
CP0000212,C003670,A0000849,Transaction Failure,Branch,2026-06-09 01:00:00,High,Payments Team,Resolved,2026-06-10 12:00:00,35.0,Within SLA,No,System/Network
CP0000213,C002743,A0003134,Digital Banking Issue,Email,2026-04-07 20:00:00,Medium,Branch Ops,Resolved,2026-04-08 01:00:00,5.0,Within SLA,No,App/System
CP0000214,C001329,A0005146,Billing/Charges,Call Center,2024-05-10 15:00:00,High,Account Ops,Resolved,2024-05-13 13:00:00,70.0,Breached,Yes,Fee/Charge Dispute
CP0000215,C002105,A0001646,Account Issue,Call Center,2024-05-30 18:00:00,Medium,Digital Support,Resolved,2024-06-01 18:00:00,48.0,Breached,Yes,Operations
CP0000216,C003706,A0000036,ATM Issue,Mobile App,2025-09-18 23:00:00,Medium,Payments Team,Closed,2025-09-20 09:00:00,34.0,Within SLA,No,ATM/Network
CP0000217,C003687,A0000828,Card Issue,Call Center,2025-05-27 07:00:00,High,Digital Support,Resolved,2025-05-28 07:00:00,24.0,Within SLA,No,Card Processing
CP0000218,C004984,A0005970,Transaction Failure,Email,2026-05-26 04:00:00,High,Account Ops,Closed,2026-05-28 04:00:00,48.0,Within SLA,No,System/Network
CP0000219,C000483,A0004165,Digital Banking Issue,Branch,2026-04-19 05:00:00,Low,Account Ops,Resolved,2026-04-20 22:00:00,41.0,Breached,Yes,App/System
CP0000220,C003645,A0005587,ATM Issue,Branch,2024-01-12 06:00:00,Medium,Branch Ops,Closed,2024-01-13 23:00:00,41.0,Within SLA,No,ATM/Network
CP0000221,C001081,A0004824,Transaction Failure,Mobile App,2025-11-20 07:00:00,Medium,Digital Support,Closed,2025-11-20 20:00:00,13.0,Within SLA,Yes,System/Network
CP0000222,C000107,A0005768,Billing/Charges,Branch,2025-01-01 13:00:00,Low,Payments Team,In Progress,,,Open,No,Fee/Charge Dispute
CP0000223,C000985,A0003119,Unauthorized Transaction,Mobile App,2025-05-30 21:00:00,Medium,Digital Support,Resolved,2025-06-01 16:00:00,43.0,Within SLA,No,Fraud/Security
CP0000224,C001866,A0005930,Transaction Failure,Call Center,2024-04-01 13:00:00,High,Branch Ops,Resolved,2024-04-02 12:00:00,23.0,Within SLA,No,System/Network
CP0000225,C000854,A0001337,Card Issue,Email,2025-12-01 18:00:00,Medium,Digital Support,Pending,,,Open,No,Card Processing
CP0000226,C002948,A0003215,Unauthorized Transaction,Mobile App,2025-10-02 10:00:00,Medium,Branch Ops,In Progress,,,Open,No,Fraud/Security
CP0000227,C002907,A0001372,Unauthorized Transaction,Branch,2025-06-08 09:00:00,Critical,Payments Team,In Progress,,,Open,No,Fraud/Security
CP0000228,C001134,A0001178,Transaction Failure,Mobile App,2024-11-08 13:00:00,Medium,Digital Support,Resolved,2024-11-11 16:00:00,75.0,Breached,Yes,System/Network
CP0000229,C001827,A0002913,Transaction Failure,Call Center,2025-03-05 00:00:00,Medium,Payments Team,Resolved,2025-03-06 05:00:00,29.0,Within SLA,No,System/Network
CP0000230,C002071,A0005433,Transaction Failure,Email,2026-04-23 21:00:00,Medium,Branch Ops,Resolved,2026-04-27 11:00:00,86.0,Breached,Yes,System/Network
CP0000231,C003186,A0000872,Billing/Charges,Mobile App,2025-12-23 02:00:00,Medium,Payments Team,Closed,2025-12-23 21:00:00,19.0,Within SLA,No,Fee/Charge Dispute
CP0000232,C003550,A0004771,Billing/Charges,Mobile App,2026-01-06 09:00:00,Critical,Account Ops,Resolved,2026-01-07 17:00:00,32.0,Within SLA,No,Fee/Charge Dispute
CP0000233,C000891,A0002298,Account Issue,Email,2025-07-07 18:00:00,Medium,Digital Support,Pending,,,Open,No,Operations
CP0000234,C000185,A0005917,ATM Issue,Mobile App,2025-08-12 05:00:00,High,Payments Team,In Progress,,,Open,No,ATM/Network
CP0000235,C004619,A0005004,Transaction Failure,Call Center,2024-09-24 08:00:00,Low,Branch Ops,Pending,,,Open,No,System/Network
CP0000236,C001836,A0003550,Card Issue,Branch,2024-06-26 19:00:00,High,Digital Support,Resolved,2024-06-28 04:00:00,33.0,Within SLA,No,Card Processing
CP0000237,C004601,A0001013,Billing/Charges,Branch,2025-07-21 08:00:00,High,Account Ops,Closed,2025-07-22 14:00:00,30.0,Within SLA,No,Fee/Charge Dispute
CP0000238,C002238,A0005830,Transaction Failure,Email,2024-03-05 23:00:00,Medium,Branch Ops,Resolved,2024-03-07 09:00:00,34.0,Breached,Yes,System/Network
CP0000239,C004533,A0005412,Account Issue,Call Center,2024-06-13 13:00:00,Low,Branch Ops,Resolved,2024-06-16 18:00:00,77.0,Breached,Yes,Operations
CP0000240,C000133,A0005305,ATM Issue,Call Center,2024-05-10 09:00:00,Medium,Digital Support,Closed,2024-05-12 05:00:00,44.0,Within SLA,No,ATM/Network
CP0000241,C003516,A0005765,Unauthorized Transaction,Call Center,2025-01-29 14:00:00,Medium,Digital Support,Closed,2025-01-31 14:00:00,48.0,Within SLA,No,Fraud/Security
CP0000242,C001569,A0004645,Transaction Failure,Call Center,2025-09-29 01:00:00,Low,Account Ops,Closed,2025-09-29 20:00:00,19.0,Within SLA,No,System/Network
CP0000243,C001507,A0003210,Transaction Failure,Mobile App,2024-10-02 11:00:00,High,Digital Support,Resolved,2024-10-06 03:00:00,88.0,Breached,Yes,System/Network
CP0000244,C002688,A0002815,Card Issue,Branch,2024-01-17 12:00:00,High,Payments Team,Pending,,,Open,No,Card Processing
CP0000245,C000149,A0000139,Unauthorized Transaction,Call Center,2024-12-01 05:00:00,Medium,Digital Support,Resolved,2024-12-04 06:00:00,73.0,Breached,Yes,Fraud/Security
CP0000246,C003581,A0000076,Unauthorized Transaction,Call Center,2024-06-05 08:00:00,Medium,Digital Support,Pending,,,Open,No,Fraud/Security
CP0000247,C003327,A0004559,Transaction Failure,Call Center,2025-02-26 21:00:00,High,Cards Team,Resolved,2025-03-02 13:00:00,88.0,Breached,Yes,System/Network
CP0000248,C000316,A0004765,Card Issue,Call Center,2025-07-11 05:00:00,Medium,Cards Team,Resolved,2025-07-13 06:00:00,49.0,Breached,Yes,Card Processing
CP0000249,C000259,A0005445,ATM Issue,Mobile App,2024-07-26 05:00:00,Medium,Cards Team,Resolved,2024-07-28 20:00:00,63.0,Breached,Yes,ATM/Network
CP0000250,C000970,A0003273,Card Issue,Mobile App,2024-04-30 10:00:00,High,Cards Team,Resolved,2024-05-04 02:00:00,88.0,Breached,Yes,Card Processing
CP0000251,C001517,A0001389,Digital Banking Issue,Call Center,2024-05-05 09:00:00,High,Account Ops,Resolved,2024-05-06 04:00:00,19.0,Within SLA,No,App/System
CP0000252,C002823,A0002302,Digital Banking Issue,Email,2024-10-26 15:00:00,High,Digital Support,Closed,2024-10-29 13:00:00,70.0,Breached,Yes,App/System
CP0000253,C003373,A0002245,Card Issue,Call Center,2025-10-27 00:00:00,High,Account Ops,Resolved,2025-10-28 17:00:00,41.0,Within SLA,No,Card Processing
CP0000254,C002300,A0003275,ATM Issue,Branch,2024-03-24 15:00:00,Critical,Account Ops,Resolved,2024-03-26 09:00:00,42.0,Within SLA,No,ATM/Network
CP0000255,C003870,A0001450,Billing/Charges,Web,2026-03-06 15:00:00,Medium,Branch Ops,Pending,,,Open,Yes,Fee/Charge Dispute
CP0000256,C000791,A0004219,Card Issue,Mobile App,2025-11-25 11:00:00,Medium,Payments Team,Closed,2025-11-27 20:00:00,57.0,Breached,Yes,Card Processing
CP0000257,C003207,A0002538,Transaction Failure,Branch,2024-07-17 21:00:00,High,Payments Team,Pending,,,Open,No,System/Network
CP0000258,C002501,A0005683,Digital Banking Issue,Web,2025-01-14 22:00:00,High,Cards Team,Resolved,2025-01-16 16:00:00,42.0,Within SLA,No,App/System
CP0000259,C003541,A0003196,Card Issue,Call Center,2025-05-09 04:00:00,Medium,Digital Support,Closed,2025-05-11 00:00:00,44.0,Within SLA,No,Card Processing
CP0000260,C000544,A0004861,Account Issue,Branch,2026-02-17 07:00:00,Medium,Payments Team,Resolved,2026-02-20 16:00:00,81.0,Breached,Yes,Operations
CP0000261,C003196,A0003563,Card Issue,Branch,2026-05-13 10:00:00,Medium,Digital Support,Resolved,2026-05-15 07:00:00,45.0,Within SLA,No,Card Processing
CP0000262,C002423,A0002093,Card Issue,Call Center,2025-09-27 23:00:00,Medium,Cards Team,Resolved,2025-09-29 16:00:00,41.0,Within SLA,No,Card Processing
CP0000263,C000130,A0005705,ATM Issue,Call Center,2025-08-28 23:00:00,High,Account Ops,Resolved,2025-08-29 08:00:00,9.0,Within SLA,No,ATM/Network
CP0000264,C001894,A0001044,Unauthorized Transaction,Call Center,2024-07-09 15:00:00,Low,Payments Team,Resolved,2024-07-11 20:00:00,53.0,Breached,Yes,Fraud/Security
CP0000265,C001371,A0003270,Transaction Failure,Email,2026-04-21 05:00:00,Medium,Digital Support,Resolved,2026-04-23 13:00:00,56.0,Breached,Yes,System/Network
CP0000266,C003274,A0001302,Transaction Failure,Branch,2024-07-07 19:00:00,Medium,Digital Support,Closed,2024-07-10 11:00:00,64.0,Breached,Yes,System/Network
CP0000267,C004935,A0004988,Digital Banking Issue,Mobile App,2024-02-06 20:00:00,Medium,Digital Support,Resolved,2024-02-07 10:00:00,14.0,Within SLA,No,App/System
CP0000268,C001477,A0002841,Card Issue,Web,2026-01-12 16:00:00,Medium,Digital Support,Resolved,2026-01-16 05:00:00,85.0,Breached,Yes,Card Processing
CP0000269,C001342,A0000697,Transaction Failure,Email,2024-02-10 00:00:00,Medium,Branch Ops,Resolved,2024-02-13 15:00:00,87.0,Breached,Yes,System/Network
CP0000270,C000411,A0004402,Digital Banking Issue,Branch,2026-06-04 14:00:00,High,Account Ops,Resolved,2026-06-05 09:00:00,19.0,Within SLA,No,App/System
CP0000271,C003565,A0006164,Card Issue,Web,2025-01-04 11:00:00,Critical,Digital Support,Pending,,,Open,No,Card Processing
CP0000272,C004002,A0002554,Billing/Charges,Mobile App,2024-12-12 19:00:00,Medium,Payments Team,Closed,2024-12-13 22:00:00,27.0,Breached,Yes,Fee/Charge Dispute
CP0000273,C003325,A0003446,Transaction Failure,Email,2024-10-06 01:00:00,Medium,Account Ops,Closed,2024-10-08 01:00:00,48.0,Within SLA,No,System/Network
CP0000274,C004543,A0005103,Card Issue,Call Center,2026-06-19 14:00:00,Medium,Digital Support,Closed,2026-06-22 09:00:00,67.0,Breached,Yes,Card Processing
CP0000275,C004751,A0000834,Card Issue,Email,2026-04-15 04:00:00,Medium,Branch Ops,Resolved,2026-04-16 16:00:00,36.0,Within SLA,No,Card Processing
CP0000276,C002953,A0005621,Card Issue,Mobile App,2025-01-19 06:00:00,Medium,Payments Team,Resolved,2025-01-20 23:00:00,41.0,Within SLA,No,Card Processing
CP0000277,C003234,A0000564,Account Issue,Mobile App,2026-01-02 10:00:00,Medium,Cards Team,Resolved,2026-01-04 12:00:00,50.0,Breached,Yes,Operations
CP0000278,C002728,A0005318,Card Issue,Branch,2025-11-03 19:00:00,High,Digital Support,Resolved,2025-11-05 03:00:00,32.0,Breached,Yes,Card Processing
CP0000279,C000788,A0005232,ATM Issue,Call Center,2025-09-17 20:00:00,Low,Account Ops,Resolved,2025-09-20 03:00:00,55.0,Breached,Yes,ATM/Network
CP0000280,C001376,A0006040,Account Issue,Call Center,2025-10-18 02:00:00,Low,Account Ops,Resolved,2025-10-21 15:00:00,85.0,Breached,Yes,Operations
CP0000281,C001566,A0000782,Digital Banking Issue,Branch,2024-12-31 20:00:00,Medium,Digital Support,Resolved,2025-01-01 13:00:00,17.0,Within SLA,No,App/System
CP0000282,C000979,A0005245,Account Issue,Mobile App,2025-04-18 06:00:00,High,Branch Ops,Resolved,2025-04-21 06:00:00,72.0,Breached,Yes,Operations
CP0000283,C000156,A0004437,Unauthorized Transaction,Call Center,2024-03-06 01:00:00,Medium,Cards Team,Resolved,2024-03-07 02:00:00,25.0,Within SLA,No,Fraud/Security
CP0000284,C002602,A0000298,Account Issue,Branch,2025-12-21 03:00:00,High,Payments Team,In Progress,,,Open,No,Operations
CP0000285,C004416,A0001559,Card Issue,Email,2025-05-30 18:00:00,Low,Cards Team,Closed,2025-06-03 13:00:00,91.0,Breached,Yes,Card Processing
CP0000286,C004756,A0001953,ATM Issue,Call Center,2026-03-12 22:00:00,Medium,Branch Ops,Resolved,2026-03-14 09:00:00,35.0,Within SLA,No,ATM/Network
CP0000287,C001459,A0002407,Card Issue,Mobile App,2025-02-06 21:00:00,Medium,Payments Team,Resolved,2025-02-08 13:00:00,40.0,Within SLA,No,Card Processing
CP0000288,C002490,A0000823,Transaction Failure,Branch,2025-06-24 15:00:00,Medium,Cards Team,Resolved,2025-06-27 11:00:00,68.0,Breached,Yes,System/Network
CP0000289,C001498,A0004749,Digital Banking Issue,Call Center,2026-01-07 08:00:00,Medium,Payments Team,Resolved,2026-01-10 08:00:00,72.0,Breached,Yes,App/System
CP0000290,C001745,A0004747,Digital Banking Issue,Branch,2024-02-29 21:00:00,Medium,Cards Team,Closed,2024-03-02 16:00:00,43.0,Within SLA,No,App/System
CP0000291,C002169,A0004748,Billing/Charges,Call Center,2024-10-10 03:00:00,Medium,Payments Team,Resolved,2024-10-11 12:00:00,33.0,Within SLA,No,Fee/Charge Dispute
CP0000292,C003493,A0005510,Transaction Failure,Mobile App,2024-06-24 18:00:00,Medium,Branch Ops,Resolved,2024-06-26 15:00:00,45.0,Within SLA,No,System/Network
CP0000293,C002712,A0003823,Digital Banking Issue,Branch,2024-08-23 12:00:00,High,Cards Team,Resolved,2024-08-24 15:00:00,27.0,Within SLA,No,App/System
CP0000294,C004259,A0006374,Digital Banking Issue,Call Center,2025-09-30 14:00:00,High,Account Ops,In Progress,,,Open,No,App/System
CP0000295,C004840,A0000697,Billing/Charges,Call Center,2026-06-29 18:00:00,Medium,Cards Team,Resolved,2026-07-03 12:00:00,90.0,Breached,Yes,Fee/Charge Dispute
CP0000296,C002952,A0005735,Account Issue,Branch,2025-09-11 18:00:00,High,Digital Support,In Progress,,,Open,No,Operations
CP0000297,C003003,A0001988,Card Issue,Branch,2024-04-01 22:00:00,Medium,Branch Ops,Closed,2024-04-04 10:00:00,60.0,Breached,Yes,Card Processing
CP0000298,C001243,A0002826,Transaction Failure,Branch,2024-01-12 04:00:00,Medium,Cards Team,Resolved,2024-01-15 06:00:00,74.0,Breached,Yes,System/Network
CP0000299,C004917,A0000170,Card Issue,Email,2025-01-07 19:00:00,Medium,Payments Team,Resolved,2025-01-10 13:00:00,66.0,Breached,Yes,Card Processing
CP0000300,C004499,A0000083,Transaction Failure,Web,2025-07-31 05:00:00,Medium,Digital Support,Resolved,2025-08-03 08:00:00,75.0,Breached,Yes,System/Network
CP0000301,C004507,A0000741,Billing/Charges,Email,2026-02-03 03:00:00,High,Digital Support,Resolved,2026-02-05 17:00:00,62.0,Breached,Yes,Fee/Charge Dispute
CP0000302,C003583,A0001161,Unauthorized Transaction,Mobile App,2026-06-26 15:00:00,Critical,Payments Team,Closed,2026-06-27 10:00:00,19.0,Within SLA,No,Fraud/Security
